vote	constituency	date	name_ch	name_en	vote_number
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'114']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'114']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'114']
Yes	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'114']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'114']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'114']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'114']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'114']
No	Geographical	14/05/2013	田北俊	James TIEN	[u'114']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'114']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'114']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'114']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'285']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'285']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'285']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'285']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'285']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'285']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'285']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'285']
Absent	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'285']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'285']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'285']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'285']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'114']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'114']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'114']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'114']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'114']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'114']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'114']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'114']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'114']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'285']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'285']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'285']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'285']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'285']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'285']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'285']
Absent	Functional	15/05/2013	李慧琼	Starry LEE	[u'285']
Absent	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'285']
No	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'285']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'285']
No	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'285']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'285']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'285']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'114']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'114']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'114']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'114']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'114']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'114']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'114']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'114']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'114']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'114']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'114']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'285']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'285']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'285']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'285']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'285']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'285']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'285']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'285']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'285']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'285']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'285']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'285']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'285']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'114']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'114']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'114']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'114']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'114']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'114']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'114']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'114']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'114']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'285']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'285']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'285']
Abstain	Geographical	15/05/2013	范國威	Gary FAN	[u'285']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'285']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'285']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'285']
Absent	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'285']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'285']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'285']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'285']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'285']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'115']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'115']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'115']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'115']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'115']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'115']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'115']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'115']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'115']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'115']
No	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'115']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'115']
Absent	Functional	14/05/2013	方剛	Vincent FANG	[u'115']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'285']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'285']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'285']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'285']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'285']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'285']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'285']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'285']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'285']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'285']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'285']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'285']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'285']
Absent	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'285']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'285']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'115']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'115']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'115']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'115']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'115']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'115']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'115']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'115']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'115']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'115']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'115']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'115']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'115']
No	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'285']
Absent	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'285']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'285']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'286']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'286']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'286']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'286']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'286']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'286']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'286']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'286']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'286']
Absent	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'286']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'286']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'115']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'115']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'115']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'115']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'115']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'115']
Yes	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'115']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'115']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'115']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'115']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'115']
No	Geographical	14/05/2013	田北俊	James TIEN	[u'115']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'286']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'286']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'286']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'286']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'286']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'286']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'286']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'286']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'286']
Absent	Functional	15/05/2013	李慧琼	Starry LEE	[u'286']
Absent	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'286']
No	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'286']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'115']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'115']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'115']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'115']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'115']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'115']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'115']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'115']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'115']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'115']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'115']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'286']
No	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'286']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'286']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'286']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'286']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'286']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'286']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'286']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'286']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'286']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'286']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'286']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'115']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'115']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'115']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'115']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'115']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'115']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'115']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'115']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'115']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'115']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'115']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'115']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'286']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'286']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'286']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'286']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'286']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'286']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'286']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'286']
Abstain	Geographical	15/05/2013	范國威	Gary FAN	[u'286']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'286']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'286']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'286']
Absent	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'286']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'115']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'115']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'115']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'115']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'115']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'115']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'115']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'115']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'115']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'286']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'286']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'286']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'286']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'286']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'286']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'286']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'286']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'286']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'286']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'286']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'286']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'116']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'116']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'116']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'116']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'116']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'116']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'116']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'116']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'116']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'116']
No	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'116']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'116']
Absent	Functional	14/05/2013	方剛	Vincent FANG	[u'116']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'116']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'116']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'286']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'286']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'286']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'286']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'286']
Absent	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'286']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'286']
No	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'286']
Absent	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'286']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'286']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'287']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'287']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'287']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'116']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'116']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'116']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'116']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'116']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'116']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'116']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'116']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'116']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'116']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'116']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'287']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'287']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'287']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'287']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'287']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'287']
Absent	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'287']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'287']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'287']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'287']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'287']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'116']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'116']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'116']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'116']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'116']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'116']
Yes	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'116']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'116']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'116']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'116']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'116']
No	Geographical	14/05/2013	田北俊	James TIEN	[u'116']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'116']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'287']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'287']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'287']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'287']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'287']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'287']
Absent	Functional	15/05/2013	李慧琼	Starry LEE	[u'287']
Absent	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'287']
No	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'287']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'287']
No	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'287']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'287']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'116']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'116']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'116']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'116']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'116']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'116']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'116']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'116']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'116']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'287']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'287']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'287']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'287']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'287']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'287']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'287']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'287']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'287']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'287']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'287']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'116']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'116']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'116']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'116']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'116']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'116']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'116']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'116']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'116']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'287']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'287']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'287']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'287']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'287']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'287']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'287']
